citation_key,title,year,decision,criterion,reason,reviewer,timestamp
MahRukhFida2019,Uncovering mobile infrastructure in developing countries with crowdsourced measurements,2019,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
StephenSYau2020,Application of Blockchain for Trusted Coordination in Collaborative Software Development,2020,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
FabriceLumineau2020,"Blockchain Governance-"A New Way of Organizing Collaborations?",2020,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
SelinaDemi2021,Software Engineering Applications Enabled by Blockchain Technology: A Systematic Mapping Study,2021,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
ZiweiJi2022,Survey of Hallucination in Natural Language Generation,2022,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
DeepakBhaskarAcharya2025,"Agentic AI: Autonomous Intelligence for Complex Goals-"A Comprehensive Survey",2025,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
NgocHuyTruong2018,Developers' Needs and Severity Conceptions of Usability Problems,2018,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
BasmaHamrouni2021,Explainable Ontology-Based Intelligent Decision Support System for Business Model Design and Sustainability,2021,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
JiamingWang2021,"Research Trends of Human-"Computer Interaction Studies in Construction Hazard Recognition: A Bibliometric Review",2021,exclude,missing I1,Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
TomMens2019,The Social Developer: The Future of Software Development [Guest Editors' Introduction],2019,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
AndrNMeyer2019,Today Was a Good Day: The Daily Life of Software Developers,2019,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
RobertKYin2018,Case study research and applications design and methods,2018,exclude,E8,"Fonte metodologica geral de estudo de caso, sem analise substantiva de frameworks de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
AlexeySvyatkovskiy2019,Pythia: AI-assisted Code Completion System,2019,exclude,E2,"Titulo e abstract descrevem um assistente de code completion integrado a IDE, sem workflow proprio, artefatos persistentes, papeis ou validacao de processo.",screening-logger,2026-05-28T11:41:00Z
RalucaFlorea2019,A Global View on the Hard Skills and Testing Tools in Software Testing,2019,exclude,missing I1,Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
JanBosch2021,Digital for real: A multicase study on the digital transformation of companies in the embedded systems domain,2021,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
EmilyMBender2021,On the Dangers of Stochastic Parrots,2021,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
NicoleForsgren2021,The SPACE of Developer Productivity,2021,exclude,missing I1,Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
JohanERavn2022,Team autonomy and digital transformation,2022,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
JiaoSun2022,Investigating Explainability of Generative AI for Code through Scenario-based Design,2022,exclude,E3,"Titulo e abstract tratam de explicabilidade de IA generativa em cenarios especificos de codigo, sem propor framework de desenvolvimento ou processo amplo.",screening-logger,2026-05-28T11:41:00Z
ViktoriaStray2022,How agile teams make Objectives and Key Results (OKRs) work,2022,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
AnastasiiaTkalich2022,Toward an Agile Product Management: What Do Product Managers Do in Agile Companies?,2022,exclude,missing I1,Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
ChristianBird2022,Taking Flight with Copilot,2022,exclude,E2,"Titulo e abstract tratam de GitHub Copilot como assistente de codigo e estudo de uso, sem framework ou processo operacional proprio.",screening-logger,2026-05-28T11:41:00Z
StevenRoss2023,The Programmer's Assistant: Conversational Interaction with a Large Language Model for Software Development,2023,exclude,E2,"Titulo e abstract descrevem uma interface conversacional para programadores, mas nao um framework de desenvolvimento com artefatos, papeis ou workflow proprio.",screening-logger,2026-05-28T11:41:00Z
JulesWhite2023,"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring, Requirements Elicitation, and Software Design",2023,include,I1,"Titulo e abstract descrevem um metodo reutilizavel de prompt patterns para varias atividades de engenharia de software, incluindo requisitos, refatoracao, qualidade de codigo e design.",screening-logger,2026-05-28T11:41:00Z
ErikBrynjolfsson2023,Generative AI at Work,2023,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
MartheBerntzen2023,Responding to change over time: A longitudinal case study on changes in coordination mechanisms in large-scale agile,2023,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
AnastasiiaTkalich2023,Pair Programming Practiced in Hybrid Work,2023,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
JEdwardHu2021,LoRA: Low-Rank Adaptation of Large Language Models,2021,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
CharviRastogi2023,A Taxonomy of Human and ML Strengths in Decision-Making to Investigate Human-ML Complementarity,2023,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
AnaCMarcn2024,A Systematic Literature Review of Model-Driven Engineering Using Machine Learning,2024,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
DanieleDeBari2024,Evaluating Large Language Models in Exercises of UML Class Diagram Modeling,2024,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
ChristophTreude2025,How Developers Interact with AI: A Taxonomy of Human-AI Collaboration in Software Engineering,2025,include,I1,Titulo e abstract descrevem uma taxonomia de interacoes entre desenvolvedores e ferramentas de IA ao longo do ciclo de desenvolvimento de software.,screening-logger,2026-05-28T11:41:00Z
MohammadMahdiAbootorabi2025,Ask in Any Modality: A Comprehensive Survey on Multimodal Retrieval-Augmented Generation,2025,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
JianhongShun2025,Revolutionizing Large Model Fine-Tuning: The Role of LoRA in Parameter-Efficient Adaptation,2025,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
JunjieWang2024,"Software Testing With Large Language Models: Survey, Landscape, and Vision",2024,exclude,E3,"Titulo e abstract focam uma unica classe de tarefa de engenharia de software, testes com LLMs, sem framework amplo de desenvolvimento com IA.",screening-logger,2026-05-28T11:41:00Z
AlessioFerrari2024,Model Generation with LLMs: From Requirements to UML Sequence Diagrams,2024,exclude,E3,"Titulo e abstract focam geracao de modelos UML a partir de requisitos, uma tarefa isolada sem framework amplo de desenvolvimento com IA.",screening-logger,2026-05-28T11:41:00Z
FidaZubair2024,The use of large language models for program repair,2024,exclude,E3,"Titulo e abstract focam program repair com LLMs, uma tarefa isolada de engenharia de software sem processo amplo.",screening-logger,2026-05-28T11:41:00Z
JundaHe2025,"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead",2025,include,I1,"Titulo e abstract descrevem sistemas multiagente baseados em LLM para engenharia de software, com revisao por etapas do SDLC e estudos de caso.",screening-logger,2026-05-28T11:41:00Z
EriksKlotins2019,"A Progression Model of Software Engineering Goals, Challenges, and Practices in Start-Ups",2019,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
EriksKlotins2021,SIoT Framework: Towards an Approach for Early Identification of Security Requirements for Internet-of-things Applications,2021,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
MohsinShaikh2022,Open-source electronic health record systems: A systematic review of most recent advances,2022,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
JSauvola2024,Future of software development with generative AI,2024,include,I1,"Titulo e abstract analisam desenvolvimento de software com IA generativa, ferramentas, processos e automacao ao longo do ciclo de desenvolvimento.",screening-logger,2026-05-28T11:41:00Z
KevinZheyuanCui2024,The Productivity Effects of Generative AI: Evidence from a Field Experiment with GitHub Copilot,2024,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
AyyappaSajja2024,Integrating Generative AI into the Software Development Lifecycle: Impacts on Code Quality and Maintenance,2024,include,I1,"Titulo e abstract discutem integracao de IA generativa ao ciclo de vida de desenvolvimento de software, incluindo qualidade de codigo e manutencao.",screening-logger,2026-05-28T11:41:00Z
MitulModi2024,Transforming Software Development Through Generative AI : A Systematic Analysis of Automated Development Practices,2024,include,I1,Titulo e abstract apresentam analise sistematica de praticas automatizadas de desenvolvimento com IA generativa em multiplas fases do ciclo de software.,screening-logger,2026-05-28T11:41:00Z
AmyWhitaker2024,Who Owns AI?,2024,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
ShreyasPangavhane2024,AI-Augmented Software Development: Boosting Efficiency and Quality,2024,include,I1,"Titulo e abstract descrevem ferramentas de desenvolvimento de software aumentadas por IA em varias fases, incluindo DevOps, testes, deteccao de problemas e geracao de codigo.",screening-logger,2026-05-28T11:41:00Z
KRRaghi2024,Software Development Automation Using Generative AI,2024,include,I1,"Titulo e abstract apresentam uma abordagem para automacao do SDLC com LLMs e LangChain, cobrindo planejamento, requisitos, codigo, testes e deployment.",screening-logger,2026-05-28T11:41:00Z
TBBrown2023,"Aion Framework: Dimensional Emergence of AI Consciousness, Observer-Induced Collapse, and Cosmological Portal Dynamics",2023,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
RashinaHoda2021,Socio-Technical Grounded Theory for Software Engineering,2021,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
BoLi2022,Trustworthy AI: From Principles to Practices,2022,exclude,E8,"Titulo e abstract tratam IA ou agentes em outro dominio, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
DavinderKaur2022,Trustworthy Artificial Intelligence: A Review,2022,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
FangHou2022,A systematic literature review on trust in the software ecosystem,2022,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
HazrinaSofian2022,Systematic Mapping: Artificial Intelligence Techniques in Software Engineering,2022,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
DanielRusso2024,Navigating the Complexity of Generative AI Adoption in Software Engineering,2024,include,I1,"Titulo e abstract apresentam um modelo teorico de adocao de IA generativa em engenharia de software, com foco em colaboracao humano-IA e adaptacao.",screening-logger,2026-05-28T11:41:00Z
DayeNam2024,Using an LLM to Help With Code Understanding,2024,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
HaonanLi2024,Enhancing Static Analysis for Practical Bug Detection: An LLM-Integrated Approach,2024,exclude,E3,"Titulo e abstract descrevem um framework para bug detection com analise estatica e LLMs, mas restrito a uma tarefa isolada.",screening-logger,2026-05-28T11:41:00Z
ShuaicaiRen2024,Combining Prompts with Examples to Enhance LLM-Based Requirement Elicitation,2024,exclude,E3,"Titulo e abstract focam elicitacao de requisitos com LLMs e prompts, uma tarefa especifica sem framework amplo de desenvolvimento.",screening-logger,2026-05-28T11:41:00Z
XinyiHou2024,Large Language Models for Software Engineering: A Systematic Literature Review,2024,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
ChristopherSTimperley2021,Understanding and improving artifact sharing in software engineering research,2021,exclude,missing I2/I3/I4,"Titulo e abstract mencionam IA em engenharia de software, mas nao mostram estrutura minima de framework, metodo, workflow, artefatos, papeis ou validacao.",screening-logger,2026-05-28T11:41:00Z
JunaedYounusKhan2022,Automatic Code Documentation Generation Using GPT-3,2022,exclude,E3,"Titulo e abstract focam geracao automatica de documentacao de codigo, uma tarefa isolada de engenharia de software.",screening-logger,2026-05-28T11:41:00Z
AlokMathur2023,Automated Test Case Generation Using T5 and GPT-3,2023,exclude,E3,"Titulo e abstract focam geracao automatica de casos de teste, uma tarefa isolada de engenharia de software.",screening-logger,2026-05-28T11:41:00Z
MohammedLatifSiddiq2024,Using Large Language Models to Generate JUnit Tests: An Empirical Study,2024,exclude,E3,"Titulo e abstract focam geracao de testes JUnit com LLMs, uma tarefa isolada de engenharia de software.",screening-logger,2026-05-28T11:41:00Z
HammondPearce2025,Asleep at the Keyboard? Assessing the Security of GitHub Copilot's Code Contributions,2025,exclude,E3,"Titulo e abstract focam seguranca de contribuicoes de codigo geradas pelo Copilot, sem framework amplo de desenvolvimento com IA.",screening-logger,2026-05-28T11:41:00Z
HamzaChniter2018,Multi-Agent Adaptive Architecture for Flexible Distributed Real-Time Systems,2018,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract descrevem arquitetura multiagente para sistemas distribuidos de tempo real, mas nao desenvolvimento de software com IA como unidade de analise.",screening-logger,2026-05-28T11:41:00Z
KashumiMadampe2021,A Faceted Taxonomy of Requirements Changes in Agile Contexts,2021,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam mudancas de requisitos em contextos ageis, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T11:41:00Z
CarlosMolinaJimnez2018,"Implementation of Smart Contracts Using Hybrid Architectures with On and Off-""Blockchain Components",2018,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam arquiteturas hibridas para smart contracts, sem desenvolvimento de software com IA como unidade de analise.",screening-logger,2026-05-28T11:41:00Z
StephenSYau2020,Application of Blockchain for Trusted Coordination in Collaborative Software Development,2020,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam coordenacao confiavel com blockchain em desenvolvimento colaborativo, sem camada de IA.",screening-logger,2026-05-28T11:41:00Z
FabriceLumineau2020,"Blockchain Governance-""A New Way of Organizing Collaborations?",2020,exclude,AMENDED:missing I1,Decision amended to exclude by missing I1. Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
SelinaDemi2021,Software Engineering Applications Enabled by Blockchain Technology: A Systematic Mapping Study,2021,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam aplicacoes de blockchain em engenharia de software, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
ZiweiJi2022,Survey of Hallucination in Natural Language Generation,2022,exclude,AMENDED:missing I1,Decision amended to exclude by missing I1. Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
NgocHuyTruong2018,Developers' Needs and Severity Conceptions of Usability Problems,2018,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam necessidades de desenvolvedores em testes de usabilidade, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T11:41:00Z
BasmaHamrouni2021,Explainable Ontology-Based Intelligent Decision Support System for Business Model Design and Sustainability,2021,exclude,AMENDED:missing I1,Decision amended to exclude by missing I1. Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
TomMens2019,The Social Developer: The Future of Software Development [Guest Editors' Introduction],2019,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam aspectos sociais do desenvolvimento de software, sem desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
AndrNMeyer2019,Today Was a Good Day: The Daily Life of Software Developers,2019,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam rotina e produtividade de desenvolvedores, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T11:41:00Z
JohanERavn2022,Team autonomy and digital transformation,2022,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam autonomia de times e transformacao digital, sem desenvolvimento de software com IA como unidade de analise.",screening-logger,2026-05-28T11:41:00Z
ViktoriaStray2022,How agile teams make Objectives and Key Results (OKRs) work,2022,exclude,AMENDED:missing I1,Decision amended to exclude by missing I1. Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
MartheBerntzen2023,Responding to change over time: A longitudinal case study on changes in coordination mechanisms in large-scale agile,2023,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam mecanismos de coordenacao em agile em larga escala, sem camada de IA.",screening-logger,2026-05-28T11:41:00Z
AnastasiiaTkalich2023,Pair Programming Practiced in Hybrid Work,2023,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam pair programming em trabalho hibrido, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T11:41:00Z
DanieleDeBari2024,Evaluating Large Language Models in Exercises of UML Class Diagram Modeling,2024,exclude,AMENDED:E3,"Decision amended to exclude by E3. Titulo e abstract focam avaliacao de LLMs em modelagem UML, uma tarefa especifica sem framework amplo de desenvolvimento.",screening-logger,2026-05-28T11:41:00Z
EriksKlotins2019,"A Progression Model of Software Engineering Goals, Challenges, and Practices in Start-Ups",2019,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam metas e praticas de engenharia de software em startups, sem camada de IA.",screening-logger,2026-05-28T11:41:00Z
EriksKlotins2021,SIoT Framework: Towards an Approach for Early Identification of Security Requirements for Internet-of-things Applications,2021,exclude,AMENDED:missing I1,Decision amended to exclude by missing I1. Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
MohsinShaikh2022,Open-source electronic health record systems: A systematic review of most recent advances,2022,exclude,AMENDED:missing I1,Decision amended to exclude by missing I1. Titulo e abstract nao indicam desenvolvimento de software com IA como unidade de analise.,screening-logger,2026-05-28T11:41:00Z
KevinZheyuanCui2024,The Productivity Effects of Generative AI: Evidence from a Field Experiment with GitHub Copilot,2024,exclude,AMENDED:E2,"Decision amended to exclude by E2. Titulo e abstract tratam efeitos de produtividade do GitHub Copilot, sem framework ou workflow proprio de desenvolvimento com IA.",screening-logger,2026-05-28T11:41:00Z
RashinaHoda2021,Socio-Technical Grounded Theory for Software Engineering,2021,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam grounded theory para engenharia de software, sem camada de IA.",screening-logger,2026-05-28T11:41:00Z
DavinderKaur2022,Trustworthy Artificial Intelligence: A Review,2022,exclude,AMENDED:E8,"Decision amended to exclude by E8. Titulo e abstract tratam IA confiavel em geral, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T11:41:00Z
FangHou2022,A systematic literature review on trust in the software ecosystem,2022,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam confianca no ecossistema de software, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T11:41:00Z
DayeNam2024,Using an LLM to Help With Code Understanding,2024,exclude,AMENDED:E2,"Decision amended to exclude by E2. Titulo e abstract descrevem plugin conversacional para compreensao de codigo com LLM, sem workflow ou artefatos persistentes proprios.",screening-logger,2026-05-28T11:41:00Z
ShuaicaiRen2024,Combining Prompts with Examples to Enhance LLM-Based Requirement Elicitation,2024,exclude,AMENDED:E3,"Decision amended to exclude by E3. Titulo e abstract focam elicitacao de requisitos com LLMs e prompts, uma tarefa especifica sem framework amplo de desenvolvimento.",screening-logger,2026-05-28T11:41:00Z
ChristopherSTimperley2021,Understanding and improving artifact sharing in software engineering research,2021,exclude,AMENDED:missing I1,"Decision amended to exclude by missing I1. Titulo e abstract tratam compartilhamento de artefatos em pesquisa de engenharia de software, sem camada de IA.",screening-logger,2026-05-28T11:41:00Z

PrestonGSmith2020,Proactive Risk Management,2020,exclude,missing I1,"Titulo e abstract tratam gerenciamento de riscos em projetos e produtos, sem desenvolvimento de software com IA como unidade de analise.",screening-logger,2026-05-28T13:27:00Z
JunjieChen2020,A Survey of Compiler Testing,2020,exclude,missing I1,"Titulo e abstract apresentam survey de compiler testing, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T13:27:00Z
SamarAlSaqqa2020,Agile Software Development: Methodologies and Trends,2020,exclude,missing I1,"Titulo e abstract revisam metodologias ageis tradicionais, sem framework de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
YasamanBahri2024,Explaining neural scaling laws,2024,exclude,E8,"Titulo e abstract tratam leis de escala em redes neurais, sem analise substantiva de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
NasifImtiaz2021,A comparative study of vulnerability reporting by software composition analysis tools,2021,exclude,missing I1,"Titulo e abstract comparam ferramentas de software composition analysis para vulnerabilidades, sem camada de IA para desenvolvimento de software.",screening-logger,2026-05-28T13:27:00Z
LinaMarkauskait2022,Rethinking the entwinement between artificial intelligence and human learning: What capabilities do learners need for a world with AI?,2022,exclude,E8,"Titulo e abstract tratam capacidades de aprendizagem humana em mundo com IA, fora do dominio de engenharia de software.",screening-logger,2026-05-28T13:27:00Z
Anon2022,Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,2022,exclude,E7,"Registro corresponde a anais de conferencia, sem estudo ou detalhes tecnicos extraiveis como fonte primaria individual.",screening-logger,2026-05-28T13:27:00Z
Anon2022_2,Proceedings of the 30th IEEE/ACM International Conference on Program Comprehension,2022,exclude,E7,"Registro corresponde a anais de conferencia, sem estudo ou detalhes tecnicos extraiveis como fonte primaria individual.",screening-logger,2026-05-28T13:27:00Z
NoahShinn2023,Reflexion: Language Agents with Verbal Reinforcement Learning,2023,exclude,E8,"Titulo e abstract descrevem Reflexion como framework geral de agentes de linguagem, sem foco substantivo em desenvolvimento de software.",screening-logger,2026-05-28T13:27:00Z
GuohaoLi2023,"CAMEL: Communicative Agents for ""Mind"" Exploration of Large Language Model Society",2023,exclude,E8,"Titulo e abstract descrevem CAMEL como framework geral de agentes comunicativos, sem foco substantivo em desenvolvimento de software.",screening-logger,2026-05-28T13:27:00Z
JRHorton2023,Large Language Models as Simulated Economic Agents: What Can We Learn from Homo Silicus?,2023,exclude,E8,"Titulo e abstract tratam LLMs como agentes simulados em economia, fora do dominio de engenharia de software.",screening-logger,2026-05-28T13:27:00Z
JiaweiLiu2023,Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of Large Language Models for Code Generation,2023,exclude,E1,"Titulo e abstract descrevem EvalPlus como benchmark para avaliar corretude de codigo gerado por LLMs, sem camada de processo ou framework de desenvolvimento.",screening-logger,2026-05-28T13:27:00Z
JundaHe2023,Representation Learning for Stack Overflow Posts: How Far Are We?,2023,exclude,missing I1,"Titulo e abstract tratam representacao de posts do Stack Overflow, sem framework de desenvolvimento de software com IA.",screening-logger,2026-05-28T13:27:00Z
ZhenpengChen2024,Fairness Testing: A Comprehensive Survey and Analysis of Trends,2024,exclude,E3,"Titulo e abstract apresentam survey de fairness testing de software de ML, uma area de teste especifica sem framework amplo de desenvolvimento com IA.",screening-logger,2026-05-28T13:27:00Z
MichaelCFu2023,"ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?",2023,exclude,E3,"Titulo e abstract focam deteccao, classificacao e reparo de vulnerabilidades com ChatGPT, conjunto de tarefas especificas sem processo amplo.",screening-logger,2026-05-28T13:27:00Z
ChunqiuStevenXia2024,Fuzz4All: Universal Fuzzing with Large Language Models,2024,exclude,E3,"Titulo e abstract descrevem fuzzing universal com LLMs, uma tarefa de teste especifica sem framework amplo de desenvolvimento.",screening-logger,2026-05-28T13:27:00Z
MaryamTaeb2024,AXNav: Replaying Accessibility Tests from Natural Language,2024,exclude,E3,"Titulo e abstract descrevem workflow de teste de acessibilidade a partir de linguagem natural, restrito a uma tarefa de testing.",screening-logger,2026-05-28T13:27:00Z
JuyeonYoon2024,Intent-Driven Mobile GUI Testing with Autonomous Large Language Model Agents,2024,exclude,E3,"Titulo e abstract descrevem agente autonomo para teste de GUI Android, restrito a uma tarefa de testing.",screening-logger,2026-05-28T13:27:00Z
